Date,AAPL_bu,AMT_bu,AMZN_bu,BA_bu,BAC_bu,BHP_bu,COR_bu,CVX_bu,DUK_bu,DVA_bu,ECL_bu,GE_bu,GOOGL_bu,JPM_bu,KO_bu,LLY_bu,META_bu,MMM_bu,MSFT_bu,NEE_bu,NKE_bu,NVDA_bu,PEP_bu,PG_bu,PLD_bu,RIO_bu,SBUX_bu,SLB_bu,SO_bu,SPG_bu,VZ_bu,WFC_bu,XOM_bu
2021-07-02,137.79932687243078,255.27322724489306,179.04660758024647,254.55883615538417,40.364937732761724,61.124710614407654,116.82191144309664,99.15164198133188,92.56788769913612,124.61007751565764,208.5960694794749,86.66997663211028,124.20934726353357,153.30766575109072,51.49064662921855,228.6327288244595,356.82247885699684,180.4709435464175,270.1273596858264,70.22481084800987,157.13254084885793,207.2222455683136,138.54833902909724,127.74999886932238,117.08629832091678,67.62340818219133,107.62413928080086,34.57691350185352,58.329999408197715,115.50574945496705,48.91576610544073,44.45622325949132,58.40993840285923
2021-07-06,139.2588788332755,256.57043320559075,180.6847354259981,253.50714246027843,40.079809507364565,60.97253209307349,116.70344500852802,99.1400841940175,92.44235079566567,124.38082903038786,208.34672618397798,86.17342934480885,125.0821706864391,151.75850238801934,51.380679835283,229.98077735598702,358.4882039660361,179.78401470451547,272.09143250573965,70.40324300242114,160.0853471501209,209.9348039379853,138.75282588881973,127.6627357151416,117.11273795212158,67.29493321811894,108.35436004004494,34.32803300151153,58.02365234653135,115.31300575610207,48.85012861396973,44.17776191649201,58.37797272075613
2021-07-07,141.14299420158613,258.1986108220802,182.63831174624806,252.68282403929558,39.81659774553501,60.71656702092695,116.6191120907315,99.05796738607692,92.43322080592692,124.295785372124,208.27017517891315,85.55941362242972,125.8123137398426,150.1076402008153,51.309313980450355,231.12817278327077,359.5327920289065,179.23693417034977,274.0123327389483,70.53187057212907,162.666867624372,211.3626093741573,139.10996095434464,128.02164108953997,117.13882462521671,66.78337695243671,109.34357928437349,34.03445110382089,57.905813799481564,114.90150992331407,48.78960812219007,43.958485414407996,58.52612374121163
2021-07-08,142.33951773294356,259.487886953952,184.68221088814812,252.0202282363363,39.73565774839735,60.635631592149316,116.5937500214469,99.05889942373942,92.36998041771392,124.27354345297996,208.04009948278008,85.15088682884262,126.09338847692729,148.7327551909492,51.25552355616998,232.46283853035334,359.6096731903226,178.67531742574658,275.02252435216525,70.60788348467601,164.96142407724147,211.5526161737104,139.4137832540082,128.33826153192837,117.15031201141326,66.54268057133388,109.83631379268265,33.69257644254589,57.7446005389245,114.4513652056337,48.7335832730189,43.91358726812753,58.66710484808295
2021-07-09,143.562134078275,260.71105421882004,186.4354447312565,251.1301421949537,39.622879661457574,60.84624318440132,115.80104331975744,98.8166746371819,92.27120963279305,124.28643985513128,207.9847848456276,84.78404326543198,126.47837733394759,148.06048058173056,51.12241183704876,232.6901190592009,360.2458724718198,178.2922405451518,276.1733460811286,70.71775488800539,166.9463445092299,211.62332550633977,139.61617042925334,128.5462531595974,117.08708646525976,66.41172457324973,110.60283120950636,33.40139112322952,57.514550399382,114.00010569923212,48.635228144334924,43.853160752588366,58.67132478151014
2021-07-12,144.4623905477946,262.1108849723741,187.81792913711922,250.34043889522349,39.47942635269022,60.960018471093406,115.18312764980685,98.6050808141397,92.2172208346725,124.478786673463,207.85876839756764,84.25720334426744,127.12920803602552,147.74449452562655,50.90086770646456,233.65211091797485,360.95550825490545,177.80665875009612,276.99264370534405,70.8279545009133,168.78053922169207,212.51671726102433,139.8038523915752,128.84016552775807,117.86890504569045,66.16782388476547,111.48691777792038,33.05488417769006,57.26318129147346,113.61760178861864,48.53616087318268,43.71817292345002,58.689697799311936
2021-07-13,145.64442587886626,263.03813561950733,188.6633156302756,250.7988503377365,39.393374523307294,61.06903251455415,114.80879235537599,98.36051878828461,92.05551850390644,124.47880006464901,207.7702163345523,84.01298292652544,127.77689879082878,147.59094479196946,50.77081866326334,234.40409266836897,361.69133991836287,177.53750851077172,278.3993930884525,70.87954553088966,170.21514447267967,212.84937708823173,140.72536784158902,129.07569966193518,117.88539439063481,65.90423211064144,112.50075043724742,32.889616350121756,56.979764972335154,113.28589312064605,48.45524573291279,43.64300850047474,58.72011643664674
2021-07-14,147.30407618554315,264.4094225921853,189.35512521717607,251.26558834623157,39.35215386822421,61.227224382013844,114.3106427834568,97.65923970494117,91.93098906115044,124.2728337540999,207.48516753249547,83.64358101173106,128.51819934026162,147.67464762278803,51.058396157316245,235.18412078717066,361.821672683975,177.96022159074644,279.64133441859553,71.06277196782143,171.21744839332513,212.03706033330081,141.9214448291269,129.48798043342092,118.36034298790096,65.79526600590361,113.40716655876577,32.76988569416684,56.47557458531341,113.17250626761549,48.37245578139609,43.58015459596234,58.65144989155737
2021-07-15,148.50625149344037,265.4205945287643,189.64671223359417,252.10038314290588,39.237129136367564,61.51886975254674,113.93430513681881,97.02345194014815,92.39882451789454,124.27541370840879,208.15086148351423,83.37675326030599,128.8349115469075,147.6852882396156,51.44084117602292,235.09484589225923,361.06768355405086,178.62189404497406,280.08069412290604,71.47195311218987,171.87018075233914,210.65159999218815,143.11018497161146,130.0449412958516,118.9861620245449,65.9867659837304,113.99096366698902,32.72629441035116,56.411115505504306,113.1186030091467,48.47301485164177,43.50420490215359,58.61497797841212
2021-07-16,149.19642924720395,266.6508461776058,189.76188071878255,253.61476323469415,39.38598208655242,61.54886794986068,113.5507091466975,97.28654531356456,92.9386243966346,124.1361030123861,208.9323758939374,83.58244417197827,129.14181869557746,147.66863610674875,51.716900864742236,235.10014444433594,360.8142102448336,178.7731382643624,280.5737113591438,72.12596273736185,171.68572511622926,211.2743165443474,144.21568211213858,130.88147181522274,119.58667440612275,65.99202132815651,114.44068764025707,32.979080502719185,56.344811411096615,113.28966015163442,48.55056807031629,43.48971764744896,58.95001029357824
2021-07-19,149.0556167629624,267.2746334376884,189.79940612689478,256.73955200862,39.64299795533043,61.21936628917665,113.69528877585343,98.1845747364984,93.37921404147158,124.45200186743196,208.65533040183186,84.44768251432215,128.94938240906475,147.68617654710275,51.83820438091466,234.59694852334678,359.72866835096215,178.45651171432843,280.03851421750534,72.40313686534076,170.66664229827427,211.1632802874171,145.08392982763883,131.39965581576865,119.92259176974144,66.1043874626564,114.27949575961588,33.4142984401687,56.492189553106975,114.71013143706013,48.527563423124654,43.33394159994326,59.54080065436836
2021-07-20,149.40291799274326,268.2020358992448,189.81675144140618,256.24735674779475,39.73922423919263,61.11089249284956,113.6725196981981,98.45326881643419,93.69355387127742,123.98845579761607,209.1107726700775,84.33385295176667,129.0402454348601,147.6749383974546,51.97132992462314,234.53639643855374,358.61949703002995,178.6904451844602,279.92917310039905,72.70642062052009,169.4145692599413,210.96266365751998,145.8618181776923,131.7405681051713,120.53122498309044,66.15051342379925,114.36294707714022,33.41981463664781,56.57395050931315,114.51079042871957,48.52792810661785,43.362341982374495,59.75563451628575
2021-07-21,149.64392787033998,268.4536688972084,189.92419680333217,255.22562636301575,39.74002665509975,61.21281933888359,114.031309746614,98.18307671718814,93.92490128643908,123.69751039927611,209.56223331563754,84.36230493272843,129.32122099742855,147.55817537504635,52.22365196705215,234.3226666999078,358.34381842359335,178.86327293195586,280.2370550333173,72.78091132583914,167.93106460055333,210.8349654490466,146.42159808828433,131.91320350503997,120.87981933091274,66.15175063955957,114.70999644868681,33.23394785122592,56.67450506432742,114.4520721133277,48.536940607270395,43.51266002178257,59.54916035119081
2021-07-22,149.89357312243544,268.36246438180694,190.2307873085863,254.09979926516533,39.74399718002362,61.282337590923056,114.91695488886226,97.92304138519856,94.08167921324107,123.69957384819533,209.99946200041663,84.35424013987183,129.67418881932036,147.51813294719418,52.42386129406806,232.2095741966109,358.468318529945,178.46566379522787,281.1268100886179,72.82112546889094,165.69493963114263,210.81363150121948,146.70749938826924,131.90089316291403,121.1873657768742,66.16874835949525,115.61712114475112,33.04886344685266,56.820834412439616,114.13448576205062,48.536817872212254,43.557933234057316,59.24561278224537
2021-07-23,150.17119219243804,268.47801478432933,190.44313978599277,251.21603247892088,39.67826373526024,61.49448997606682,116.08979634986598,97.43061795358521,94.42860531008172,123.66321122037515,210.98159920846115,84.23756993423734,131.19558033473544,147.55638093287428,52.707513135690924,234.289427107041,363.2530635170449,178.15189388434166,282.67338143898894,72.92050933746918,161.2523143783994,210.81435817001724,147.28725904470627,132.12330277664904,121.55055692319493,66.09167597205999,117.22814810741703,32.71262380479785,57.115243214877864,113.99591833396697,48.54024559114101,43.5121390498334,58.81025434917246
2021-07-26,150.17711131708668,268.46643072286554,190.50848380787008,248.33458802400514,39.42572928860501,62.172361867573564,116.86109442947058,96.76167506758809,94.7650329902941,123.59530377131472,212.01465913984993,84.11115786936054,132.67016855626417,147.538276731385,52.958872792346185,235.61661663894836,367.6063504466632,178.08037751808928,283.29321407840814,73.02714413585461,161.72385870981842,210.719283864788,147.7561683185308,132.55681904822097,121.89736159374058,66.21589887813568,118.58906790698488,32.282483776060275,57.347339791238134,113.78361923840583,48.54055620406584,43.288561261857076,58.196294499316835
2021-07-27,149.83463919383243,269.35571285711876,190.25343941632377,246.97113327373197,39.14546952547623,62.52540604306206,117.73116947067916,96.56604229900972,95.39861831501415,123.49089438741973,213.30304273790114,84.19150447361486,133.31706439992362,147.50445351401174,53.20898613574628,236.56565567585704,369.7156215439122,178.01919716708346,283.5789580626482,73.32525580855727,161.51954013037957,210.47331296840957,148.29690720254675,133.0461815406411,122.35432112916965,66.16304904633269,119.61387456551772,32.05667569054835,57.72131184750589,113.62011380412544,48.56461420743349,43.18973493063599,57.835995936226254
2021-07-28,149.35131299055524,269.78547678889646,189.88699204460036,246.49911791558048,38.94623620075695,63.00555490631199,118.45668494510846,96.39016703110401,95.62740522842938,123.53925727467062,213.95371671549546,84.2176472015522,134.84045562856258,147.47091813163436,53.30902462659341,238.10091930873548,373.1668439056127,177.78386554352164,283.8997986475325,73.5359158389405,161.8856159636085,210.14740967994888,148.4376186249543,133.01242902029782,122.47685005704118,66.40501904458446,119.7855063996804,31.831892899746816,57.84768808503229,113.34419209339877,48.519780579701056,43.27566694907019,57.485432195833134
2021-07-29,148.7899624265994,269.38370176541133,189.1981987384999,245.3866113660875,38.64841173915108,63.61283131138373,119.3745855013183,96.14938084187945,95.82214875926088,123.56460749325606,214.38382306216866,84.0157030663813,135.91979772038823,147.35050595233096,53.44238320408626,239.01806053302732,373.70204763854696,177.80301726175372,283.92724340014706,73.64120563813094,162.1218653891285,209.88901678239543,148.63223554874688,133.05465283869572,122.26499138992531,67.03534103370862,119.74211469531411,31.573281970093973,58.01397014714626,113.11617956478922,48.4960189884406,43.498044599268276,57.01119723788203
2021-07-30,147.9743072412961,268.6250258294171,190.55250300895443,243.786824848281,38.21725881108434,63.80274704813692,120.05054883663719,95.56744284774157,95.93013125651876,123.35103201087219,215.10700447878654,83.51494431620719,136.5428630523674,146.97685448484378,53.52328213351943,239.51320578813812,373.83718071892815,177.83837513799486,283.5262877608719,73.74931624237936,162.82246316702552,209.29102935489982,148.73060559934405,133.5837287870746,121.93812383476234,67.22041917063949,119.64853059399935,31.013768446703615,58.12117757238793,112.47082805602079,48.49105238565908,43.57836660208029,56.41512884682091
2021-08-02,147.47556651914522,268.1083197024583,191.9479728753971,242.59371228370006,37.81644589131701,63.95246369260351,120.75928318692357,94.93507097972399,96.11878130953085,123.18265474255993,215.34935310300835,83.11629138340764,137.2688248842693,146.5851488712537,53.56809506948219,240.65843216791143,373.6979665062447,177.8679348085483,283.7081996512405,73.98500316143101,163.79509049711166,208.31273580144492,148.71512244311953,133.9698764533256,121.64730527092354,67.50959054347587,119.55202193875725,30.426196733248446,58.23701753449356,112.12010398505501,48.492212279087276,43.667411655623894,55.72430757659103
2021-08-03,147.37267425786104,267.9770011890527,192.3871394917823,241.64423614321612,37.633109638997766,64.15440597060689,121.58444569111451,94.75084253916087,96.31751259024554,123.54887289332089,215.55063113098853,83.10100068621963,138.06725976548168,146.54928461058472,53.53942752608546,244.14664107311492,373.63870849302145,177.86313464707797,284.121745768792,74.37124557962528,165.23943490187065,206.82152073553613,148.65109369576126,134.74160824967527,121.67755141479925,68.08228925212697,119.43246056733089,30.171895934471664,58.340057606759665,112.36405087196428,48.49385182908943,43.96157008441825,55.370473324534345
2021-08-04,147.437875235385,268.12917105220373,192.46607484328237,241.15639973539166,37.48489677635641,64.3279601282108,122.66505849901644,94.5658106737664,96.50154247175226,127.72485115722264,215.61616206056837,83.04703302365087,138.66718570659316,146.44785861648458,53.46055396058978,248.84080185344413,374.1765590090435,177.9074226439842,284.48067953978915,74.79801620759248,166.58727551234745,206.6347781484279,148.39812260488046,135.1055436766357,121.55868806111312,68.44711513427194,119.39590048197125,30.005758675246337,58.40642352354658,112.58972931377217,48.5260730651843,44.07654996583642,55.1634872743077
2021-08-05,147.36169351791733,267.9384696085461,191.87040202893715,240.0729645017262,37.507072377408306,64.24645006556285,122.95084058215706,94.44628580902662,96.83902739822058,129.31835118257578,215.4475669937331,83.04973456478356,139.26034678541598,146.51158601821936,53.32984258018579,253.01635381845023,375.1010230386198,177.93057384763918,285.07437676865584,75.26977644250647,168.1972544779485,207.9165539006525,148.07321536229668,135.39350290457665,121.51902846850973,68.43301429254096,119.25969070870295,29.818283462220613,58.545640841416585,113.79710084537632,48.55891103729993,44.19193099275858,54.956630266609636
2021-08-06,147.3688300656888,267.7177041455505,191.2832138191106,238.38969736016716,37.53170053907111,64.25246545394792,123.07937270158217,94.15165316232327,96.88215601022303,131.4492063057218,215.69647486632869,82.96236215599362,139.6591336317992,146.8584414522371,53.206815139593125,256.20452205138065,376.0448599939654,177.81851151664603,285.5343264622102,75.65461911145384,169.30532549882332,208.40272957623947,147.52754108296426,135.4408023882653,121.63622373237608,68.38102728513107,119.21727415447242,29.442018287372036,58.61287210479455,114.83205650384232,48.58036989078652,44.90257969706673,54.49626925685978
2021-08-09,147.32875273281857,267.71191827567156,190.44782721491057,237.06269425255147,37.543024229579025,64.2531177325518,123.15704111247507,93.67451876770552,96.83930073819374,132.98240030329927,215.78976172495035,82.8502759622242,140.24934906097275,146.70032436667532,53.001942131552,259.77060638063386,376.6422977025973,177.81675477759697,285.5519717456132,75.94482551344858,170.0812359323278,207.99897474683388,146.67614218247695,135.52755232413503,121.90714937854608,68.35237956515513,119.23301365895885,28.978169104685044,58.697861083635964,115.22059936941827,48.59096878287838,45.439524980900764,53.95189808637543
2021-08-10,147.32779342095824,268.363260053575,189.8258028681464,238.32489881434975,37.945987416264096,64.29860441345858,123.04148322831769,93.36500416279931,96.80245913318994,134.4717891657877,215.81713541288795,83.15868044328057,140.72711204861548,147.4828601885668,52.84552402955209,263.2426051437177,377.17367382820515,177.80178529101053,285.6195178471272,76.1079236520099,170.82084447702667,207.56355106412454,146.51130180166683,135.4999724383899,121.89111229912683,68.47430668634655,119.33668729515405,28.615364248925914,58.714019205063344,115.71992678536627,48.56884774705199,46.046154279166316,53.41431194395041
2021-08-11,146.93187066331342,268.66402563057994,189.04866240624153,240.54853716906183,38.53466304334511,64.36184197707942,122.80863716628829,93.48942785469379,96.88465670389188,135.7828062052618,216.0747112501388,83.45652939650208,141.08192305354356,148.7363506502813,52.852396707554334,265.15217922782284,377.4949997906082,177.55720616095826,285.76820488478126,76.70181245421675,171.28494409418474,207.4399590309584,146.494339787747,135.5681113756149,121.85141261862327,68.49756036092506,119.37188825960514,28.52703538442413,58.83894227137891,116.3662317387555,48.507418053489545,46.89232922539391,53.20669172567131
2021-08-12,147.07095275286437,268.67949475940566,188.4118627614405,242.2249677584355,39.074406076686074,64.36912243033153,122.44681259487193,93.64329115202075,96.96988604644677,136.6528945543017,216.18553613666145,83.79597574274264,141.37131281961086,149.9391916000597,52.86988800693529,266.3816180992517,377.7771335600388,177.3293155787676,286.15094781572105,77.40497008978338,171.5804552909287,207.6836311698738,146.495008712221,135.74854593145875,122.01600219755534,68.41931649995728,119.45621246718795,28.513205722623326,59.027987653279595,117.02904477689734,48.384564022394706,47.70738676663743,53.09496881374654
2021-08-13,147.4820986790062,268.70701682936533,188.04774496196293,242.8447749610522,39.42834332507983,64.34225188999817,121.84563515954896,93.73536836178373,97.1036654437539,137.24029692114757,216.57396017294636,83.86424010250815,141.59145114567025,150.77221936299753,52.934331313309265,267.3862497618524,377.5292003227082,177.42699333575064,286.97080084307555,78.11753335199053,171.7342972165645,206.8852037862407,146.55159304703818,136.0788027052168,122.61258592742438,68.4182840127283,119.47708762218433,28.515596466462625,59.31100406947507,117.56701395979655,48.277225099863415,48.187665927269336,53.10565284753184
2021-08-16,147.97740260189033,268.787087876458,187.6829293081379,240.55280288689008,39.60777021984195,63.934529334393474,120.81739077461519,93.31412843013793,97.48975591384061,137.8113338135273,215.88347441800397,82.9969480709602,141.23641259937978,150.99546603279546,52.95614319072838,269.11923313548317,376.4100826227874,177.75619957377884,287.2928224878639,78.80624910821672,171.43934758417632,206.55606122524097,146.8526999413313,136.55028109246973,123.53567522563631,68.17322312074931,119.32889938751362,28.362994077420467,59.716082823715325,116.71588977500897,48.29316840168879,48.293325892120116,52.90233057617286
2021-08-17,148.48502538917262,269.22356999687685,187.2182035546445,239.9742993379186,39.765554072893735,64.75041780323315,120.49602392185257,92.79763876449753,97.76106560404206,138.49807499738128,215.79749816628492,82.99557285217587,140.61060914125855,151.11093884004862,52.917316463761104,270.92507054083757,374.89373488606526,177.6575485070733,287.33922875584574,79.38798333011488,170.95952683710257,205.43339510576845,147.09142022394434,136.941840907789,124.41285191932644,68.10847600482667,119.34549448439736,28.370698233910748,60.060388541483064,116.67535348334447,48.350752451526105,48.404240140704545,52.83185784918844
2021-08-18,148.45524268162708,269.2763678106814,186.62486476542074,240.31777626770713,39.886773443736445,66.29221388582312,120.41190735686806,93.01797396781798,97.76421192066763,138.85539205979103,215.3677688740845,82.98465871942793,139.80634360372355,151.19458200823746,52.91990439891876,271.67320204826706,373.9000116008743,177.65848689170087,287.1688515476777,79.84943358991511,170.34209926784067,205.79453491739872,147.11981634693635,136.93765190604753,124.71923661507496,68.4798332159003,119.41693974250875,28.489612053633596,60.22265644526782,116.6759586635838,48.33029447461963,48.46251172884906,53.073634270269366
2021-08-19,148.458051289606,270.2162004290861,185.3230991892015,241.6247489920751,39.911233636775826,67.69169373338946,120.41730337686542,93.62520860502856,97.58142145439176,139.26000055924112,214.90693894910476,83.19705059644056,138.75392525664765,151.14342513575747,52.91433560653846,272.3829233771721,373.5570616032342,177.87243618351624,288.8274136678739,80.22837999888931,170.1272007176361,205.84959391288325,147.52831127749462,137.01355308781126,125.09522793704019,69.00836986779646,119.28387755263078,28.64080059407485,60.416297111685374,116.5944349471665,48.30963113233231,48.4247068842636,53.601641314116634
2021-08-20,148.4402818199678,271.240018618201,183.40466619094994,242.61917226362254,39.90924712365046,68.41728653821701,120.39284552523195,94.0611616549257,97.61995765232432,139.63914833906503,215.18492539824715,83.30970011277914,138.78681870592212,151.0601055157311,52.90219316975256,273.35922428451704,372.43865415844976,177.87426216776552,292.5696618998334,80.95947493965612,170.0750110828224,207.56646465153744,147.69740226281482,137.27917093989998,125.66801245654779,69.41348646999865,118.36407819324184,28.731457959734488,60.835285331868214,116.40155996771702,48.29000056993928,48.328316659292156,53.922744241949275
2021-08-23,148.60544955473364,271.7374612206886,180.25601562646767,242.74574689122758,39.966883761207605,68.57189676110488,120.38600610227519,94.0853838857208,97.48252351190668,139.75892286019726,215.58260004126336,83.33500386724081,139.48393105590677,151.12281358647147,52.89090866624098,273.43608862019164,370.76696872979977,177.59715130297883,295.47882864827915,81.15260350547109,169.91793992552022,212.4347958094527,147.79033563495605,137.4009703394647,125.98184506141372,69.54515103751312,117.15762605974939,28.57755888034778,61.03762624966425,116.40015837681486,48.27915644936255,48.24824575004709,53.80156924081009
2021-08-24,148.91130210311448,271.50074127761604,177.6569620437361,242.768089969451,40.049551682670476,68.56279346056756,120.42925109228658,94.06421498494286,97.48773749337863,139.70315471235688,215.8227036382404,83.25093241794184,140.0222454820158,151.21218986989206,52.88992604073081,272.7165529093216,370.3672271170321,177.44480620866918,297.3423037031689,81.31081138239682,169.6092136517444,215.48809166419892,147.6123966856283,137.4077137682155,126.01061338317555,69.59249248553476,115.62837846181434,28.46992084399646,61.114179543832854,116.53142976406244,48.22781871943172,48.18700327313715,53.72806596036971
2021-08-25,148.9262107691182,271.37706884839383,174.3063606270551,242.36237983893693,40.204844995313564,68.27093005141036,120.43741264191914,94.00459827457394,97.45477652405212,139.12089210985732,216.5060199389141,83.21758719294024,141.08295780864583,151.70403803695388,52.91805567255652,272.1412675596376,369.0154699357554,177.47760408290327,298.7811087183385,81.43984288895373,169.3292400322849,219.25248310928816,147.5817397101245,137.03270958308602,125.92801771033707,69.41310019678527,114.91640752094357,28.34682575324154,61.16141840253392,116.51672845250314,48.24519678298294,48.20706625397652,53.601029998877586
2021-08-26,148.90314519589253,271.38392140839517,170.37117402027215,242.09922428403536,40.34279204534158,67.77011096917019,120.36743456289962,93.79469229652538,97.44408451236698,138.17994372437633,216.8325630023508,82.91640033195159,141.7747566677532,152.3215743802439,52.98399964096292,270.89152667269923,369.4557038546273,177.4629366725536,299.5179493652493,81.46788905588635,169.3368306963888,222.01460662338607,147.53450053369852,136.67125407205813,125.84312206637671,68.99285487841026,114.12410356089097,28.110667947764604,61.24675466750519,116.37291216591952,48.25966057386875,48.25018521798187,53.351207187868496
2021-08-27,148.95738855922002,271.5577285597694,170.5099051214059,241.98008057369452,40.47585474074128,67.26820142756978,120.20194771880173,93.66013640732506,97.38189707926797,137.11965952922677,217.54798512177382,83.17278500250367,142.98244109602334,152.96737473330202,52.99765197192977,268.5739786323951,371.4975392147263,177.457924855081,300.1039465737507,81.31361834045185,169.3109417661339,225.6423572981288,147.4488723096739,136.6685768529947,125.7713206123385,68.74533033945421,113.38111666734181,28.154290653175952,61.24162306290099,116.46204656533725,48.25520138293368,48.2911883543512,53.28224265025629
2021-08-30,149.92398338035468,272.7212533196074,171.34212072963504,242.012103962036,40.360771762838525,66.67148317441391,119.91758806261775,93.52984916779785,97.40733856008795,135.74810094934728,218.22473800555926,83.26024117126074,144.10911412989296,152.94573711124974,52.97081657448772,265.9907959928905,375.1391778001689,177.4608667249185,301.1391205973408,81.24597245864517,169.32621113436318,228.86791710232708,147.42976042987053,136.64185022001948,125.98190849155694,68.34545103753224,112.79233170665552,28.132162364467348,61.20294719762456,116.37963369571708,48.24026033078403,48.13012929353616,53.19307612457072
2021-08-31,150.45668425925294,273.81619049779295,172.53520568888842,241.65052863859296,40.27694691984781,65.81895205837357,119.69176651557325,93.25537950653647,97.44502892245893,133.91661046087904,218.82124092364378,83.41253688309169,145.09271426262262,152.9510263864164,52.933826316348906,265.51003878053996,377.3760259171258,177.13241291661666,301.8271998166307,81.17562335617677,169.57341519890414,231.00452866845228,147.40625861467967,136.57233621973833,126.39458515960825,67.53024261525859,112.58039438048768,28.041125996232942,61.13433548139956,116.65460782360297,48.206191460866734,48.24265904409444,53.01339708587609
2021-09-01,151.05268388060387,276.16577482213285,173.75389014765716,241.48538287247763,39.99096272869835,64.9660525623147,118.92393102758098,93.27244460266597,97.45985129997456,133.5747509657142,219.11945783111634,83.43094271237844,145.9940298620586,152.5451079745186,52.944843083850415,265.8724124227448,380.44925082933133,177.19823603538316,302.26993130760195,81.2738368028334,169.62931905906603,233.04521991948178,147.575182681446,136.63112169376953,127.44382500109471,66.75124818183085,112.52789064638812,28.05844136909468,61.0734462174767,117.04031042252193,48.202914356573345,48.70550352483341,53.01324437713396
2021-09-02,151.81764849013598,278.91527433552716,174.5371271020868,240.91418806727717,39.76605413429158,64.44372351271872,119.87377070755072,93.127911732261,97.42461868352451,133.80602289441845,219.76848428725395,83.66729588560179,146.43335641515228,152.35632729132973,52.96124349823755,265.9822079988564,381.6369822889935,177.175119040703,302.69253200054504,81.58705622178448,169.32008496899923,234.76496894943426,147.7374081321678,136.69401792264327,128.52855982683627,66.50281874499457,112.30230412276691,28.135168300210143,61.12441985714733,117.4036171605764,48.202512218255556,48.92529836006393,52.932817083614005
2021-09-03,152.56500688314713,281.44632168594234,175.56552283115883,240.1006879146647,39.70713247541765,63.750811266400234,120.80239798607727,92.8668528911011,97.41547789862862,133.65590955205982,220.05665360950115,83.68314089309557,146.8330887035236,152.41190070938686,52.967416671619375,266.0795256349547,382.86786335921664,177.1372105453535,302.9879553041734,81.65156816223545,169.10563588775716,237.1038674704311,147.87832244235838,136.65674712174592,129.50735490492153,66.2095046627633,112.02401006867879,28.116702701098852,61.04437838367604,117.48840447113714,48.212073211324345,49.092323466637275,52.7517871393472
2021-09-07,153.76535958381805,282.908896792917,176.8483103180938,239.14845446023054,39.704187129685835,62.99218967112937,121.37837947987508,92.7892950433994,97.63082630812364,133.55529731506596,220.54164391727716,83.67210349644041,147.3069228339328,152.43960036073668,52.99241893791991,266.4242156552047,385.0980658042491,178.44379041732358,302.9348116222418,81.49787415190463,169.008245600941,238.8416478783781,147.8090938189341,136.63460132256986,130.0467817075823,65.77931648475919,111.85035167674029,28.115059611969706,60.929627246958695,117.64426739002583,48.22065400244123,49.17606710577686,52.646793403544535
2021-09-08,154.30563890039554,284.55220834561453,178.21076886759514,237.4222600751964,39.69882902922928,61.929853074817906,121.89686324124264,92.4616638863009,97.61552754138697,133.59746200373777,221.5423333202496,83.45696297210887,147.60295307488173,152.41057592293578,52.96821758072836,266.2749447512269,386.1764149941771,178.67807469807607,302.39926146066443,81.41796127142645,168.93406467838508,239.7291910710352,147.84259405964525,136.71393825993556,130.59978779680608,65.01436631217393,112.12783763974224,28.11106355281546,60.99180500366962,117.73343148453394,48.20717228001896,49.144596005624564,52.368704092017516
2021-09-09,154.5373801240107,284.77336267628914,179.03768199811046,233.99408341290638,39.639874124296185,60.57908916293063,122.22546254471722,91.91958594442094,97.59787711729855,133.55470915716168,222.00279029062887,83.23298789100444,147.75963193170062,152.22531136440983,52.956825747206686,269.26949137661154,387.10041472208275,178.6876555298902,301.4545377580631,81.45990596918125,168.56297778025782,239.99096538660564,147.8165397649834,136.72712601247545,130.47275013856643,64.37136530467498,112.51254025919859,28.00226600203004,61.0456776585655,117.6543281122401,48.21239996751169,48.825558472804296,51.99645798945267
2021-09-10,154.53614263790547,284.73773353049813,179.66142772575697,230.3745477953456,39.565117763605606,59.147001182660226,122.41899228402184,91.319167293892,97.72293887368556,135.15901064211852,222.03154957956144,82.89749031036986,147.70107640206106,151.8852426476005,52.943021223063504,271.0991721443465,388.0765238297421,178.61570005204487,300.80242636067015,81.4177118929185,168.198197735516,240.50118376398683,147.7687936358088,136.75989758201786,130.35500322887185,63.829295851739104,113.00292217950677,27.929898129380433,60.96963912118436,117.5603851580015,48.21593779652686,48.32118663182951,51.58534268220914
2021-09-13,154.5351245257328,284.8751834796789,180.13227232255798,226.84003428436682,39.53317522748165,57.00179175868155,122.69918299601021,90.86024192336292,97.8416311656526,135.69324098668406,222.0817690783793,82.85203819816573,147.73675220412764,151.87361716478972,52.83318511141109,272.3794591275382,388.64877756230595,178.33190400703916,300.48515883578824,81.37662308001377,167.940423191374,240.6411729907379,147.77783018612647,137.04233394304586,130.33858011184537,63.06870237478869,113.35587217655882,27.915963041410716,60.94435214911213,117.47824714486893,48.13337897620168,47.85046880180302,51.3266959935867
