Date,Mkt-RF,SMB,HML,RF
2023-06-23,-0.84,-0.63,0.07,0.019
2023-06-26,-0.48,-0.32,1.3,0.019
2023-06-27,1.21,0.47,-0.52,0.019
2023-06-28,0.04,0.54,-0.42,0.019
2023-06-29,0.44,0.52,0.76,0.019
2023-06-30,1.14,-0.63,-0.77,0.019
2023-07-03,0.15,0.0,1.08,0.022
2023-07-05,-0.29,-0.95,-0.26,0.022
2023-07-06,-0.95,-0.51,-0.68,0.022
2023-07-07,-0.12,1.06,1.25,0.022
2023-07-10,0.37,1.29,-0.01,0.022
2023-07-11,0.75,0.04,0.49,0.022
2023-07-12,0.74,0.3,0.43,0.022
2023-07-13,0.9,0.05,-0.1,0.022
2023-07-14,-0.25,-0.3,-1.51,0.022
2023-07-17,0.49,0.76,-0.27,0.022
2023-07-18,0.78,0.22,1.09,0.022
2023-07-19,0.25,-0.07,1.32,0.022
2023-07-20,-0.81,-0.58,0.65,0.022
2023-07-21,-0.05,-0.33,-0.37,0.022
2023-07-24,0.31,-0.27,0.78,0.022
2023-07-25,0.25,-0.04,-0.79,0.022
2023-07-26,0.02,0.68,1.02,0.022
2023-07-27,-0.75,-0.91,0.26,0.022
2023-07-28,1.14,0.54,-0.32,0.022
2023-07-31,0.26,1.08,-0.09,0.022
2023-08-01,-0.35,-0.16,0.31,0.02
2023-08-02,-1.49,-0.18,0.59,0.02
2023-08-03,-0.2,-0.05,0.08,0.02
2023-08-04,-0.49,0.04,0.77,0.02
2023-08-07,0.77,-1.15,0.57,0.02
2023-08-08,-0.47,0.05,0.12,0.02
2023-08-09,-0.78,-0.08,-0.04,0.02
2023-08-10,0.01,-0.32,-0.67,0.02
2023-08-11,-0.11,0.13,0.47,0.02
2023-08-14,0.51,-0.65,-0.79,0.02
2023-08-15,-1.18,0.24,-1.04,0.02
2023-08-16,-0.81,-0.41,-0.14,0.02
2023-08-17,-0.87,-0.33,0.5,0.02
2023-08-18,0.04,0.41,-0.22,0.02
2023-08-21,0.64,-0.69,-0.58,0.02
2023-08-22,-0.32,0.23,-1.05,0.02
2023-08-23,1.08,-0.1,-0.11,0.02
2023-08-24,-1.43,-0.2,0.62,0.02
2023-08-25,0.65,-0.07,-0.58,0.02
2023-08-28,0.63,-0.01,0.41,0.02
2023-08-29,1.5,0.01,-0.11,0.02
2023-08-30,0.41,0.24,-0.45,0.02
2023-08-31,-0.08,-0.21,0.21,0.02
2023-09-01,0.26,0.66,0.59,0.021
2023-09-05,-0.54,-1.37,-0.85,0.021
2023-09-06,-0.71,0.0,-0.18,0.021
2023-09-07,-0.4,-0.63,0.03,0.021
2023-09-08,0.12,-0.62,0.39,0.021
2023-09-11,0.66,-0.26,-0.53,0.021
2023-09-12,-0.59,-0.25,1.02,0.021
2023-09-13,0.03,-0.79,-0.22,0.021
2023-09-14,0.84,0.22,0.86,0.021
2023-09-15,-1.21,0.15,0.25,0.021
2023-09-18,-0.04,-0.81,-0.19,0.021
2023-09-19,-0.27,-0.12,-0.01,0.021
2023-09-20,-0.95,-0.1,0.27,0.021
2023-09-21,-1.69,0.19,0.38,0.021
2023-09-22,-0.25,0.02,-0.5,0.021
2023-09-25,0.39,-0.11,0.35,0.021
2023-09-26,-1.46,0.39,-0.5,0.021
2023-09-27,0.13,0.69,0.12,0.021
2023-09-28,0.65,0.16,0.03,0.021
2023-09-29,-0.27,-0.03,0.3,0.021
2023-10-02,-0.14,-0.92,-1.05,0.021
2023-10-03,-1.5,-0.33,-0.14,0.021
2023-10-04,0.77,-0.28,-0.39,0.021
2023-10-05,-0.15,0.31,0.08,0.021
2023-10-06,1.21,-0.29,-0.55,0.021
2023-10-09,0.58,-0.32,0.26,0.021
2023-10-10,0.61,0.15,0.64,0.021
2023-10-11,0.32,-0.67,0.39,0.021
2023-10-12,-0.81,-1.47,0.12,0.021
2023-10-13,-0.59,-0.47,0.06,0.021
2023-10-16,1.14,0.61,-0.09,0.021
2023-10-17,0.09,0.88,0.7,0.021
2023-10-18,-1.47,-0.63,-0.17,0.021
2023-10-19,-0.92,-0.5,-0.22,0.021
2023-10-20,-1.32,0.06,-0.15,0.021
2023-10-23,-0.23,-0.26,-0.78,0.021
2023-10-24,0.71,0.25,-0.58,0.021
2023-10-25,-1.58,-0.3,0.84,0.021
2023-10-26,-1.15,0.85,1.66,0.021
2023-10-27,-0.53,-0.35,-0.57,0.021
2023-10-30,1.15,-0.39,0.28,0.021
2023-10-31,0.63,0.05,-0.08,0.021
2023-11-01,0.93,-0.63,-0.03,0.021
2023-11-02,1.95,0.48,1.64,0.021
2023-11-03,1.1,1.61,0.59,0.021
2023-11-06,0.01,-1.06,-0.65,0.021
2023-11-07,0.35,-0.02,-1.21,0.021
2023-11-08,-0.04,-0.82,-0.44,0.021
2023-11-09,-0.89,-1.08,0.49,0.021
2023-11-10,1.49,-0.57,-0.44,0.021
2023-11-13,-0.05,0.15,-0.27,0.021
2023-11-14,2.18,2.99,1.18,0.021
2023-11-15,0.18,-0.04,0.49,0.021
2023-11-16,-0.11,-1.4,-0.31,0.021
2023-11-17,0.25,0.99,0.62,0.021
2023-11-20,0.73,0.0,-0.28,0.021
2023-11-21,-0.32,-0.79,-0.61,0.021
2023-11-22,0.42,0.21,-0.05,0.021
2023-11-24,0.11,0.59,0.19,0.021
2023-11-27,-0.23,-0.11,-0.08,0.021
2023-11-28,0.06,-0.29,0.05,0.021
2023-11-29,0.02,0.44,0.69,0.021
2023-11-30,0.35,-0.45,0.02,0.021
2023-12-01,0.82,2.05,1.06,0.021
2023-12-04,-0.44,1.41,0.5,0.021
2023-12-05,-0.21,-0.83,-0.83,0.021
2023-12-06,-0.39,0.3,0.31,0.021
2023-12-07,0.81,0.05,0.47,0.021
2023-12-08,0.44,0.02,0.53,0.021
2023-12-11,0.34,-0.39,-0.12,0.021
2023-12-12,0.34,-0.43,-0.88,0.021
2023-12-13,1.55,1.72,1.35,0.021
2023-12-14,0.51,1.12,2.05,0.021
2023-12-15,-0.06,-0.4,-0.57,0.021
2023-12-18,0.42,-0.38,-0.38,0.021
2023-12-19,0.72,1.35,0.7,0.021
2023-12-20,-1.56,-0.37,0.13,0.021
2023-12-21,1.09,0.74,-0.03,0.021
2023-12-22,0.21,0.64,0.09,0.021
2023-12-26,0.48,0.69,0.46,0.021
2023-12-27,0.16,0.14,0.12,0.021
2023-12-28,-0.01,-0.36,0.03,0.021
2023-12-29,-0.43,-1.13,-0.37,0.021
2024-01-02,-0.7,-0.56,0.78,0.022
2024-01-03,-1.01,-1.95,-0.12,0.022
2024-01-04,-0.33,0.21,0.09,0.022
2024-01-05,0.15,-0.8,0.64,0.022
2024-01-08,1.49,0.89,-1.29,0.022
2024-01-09,-0.21,-0.44,-0.9,0.022
2024-01-10,0.5,-0.09,-0.45,0.022
2024-01-11,-0.14,-0.45,-0.52,0.022
2024-01-12,-0.01,-0.1,-0.49,0.022
2024-01-16,-0.47,-0.76,-0.6,0.022
2024-01-17,-0.59,-0.07,-0.25,0.022
2024-01-18,0.86,-0.1,-0.34,0.022
2024-01-19,1.19,-0.46,0.66,0.022
2024-01-22,0.39,1.73,0.58,0.022
2024-01-23,0.22,-0.66,-0.55,0.022
2024-01-24,-0.02,-0.74,0.06,0.022
2024-01-25,0.46,0.04,0.56,0.022
2024-01-26,-0.02,0.4,-0.27,0.022
2024-01-29,0.85,1.07,-0.59,0.022
2024-01-30,-0.13,-1.26,0.84,0.022
2024-01-31,-1.74,-0.92,-0.3,0.022
