Date,AAPL_macd,AMT_macd,AMZN_macd,BA_macd,BAC_macd,BHP_macd,COR_macd,CVX_macd,DUK_macd,DVA_macd,ECL_macd,GE_macd,GOOGL_macd,JPM_macd,KO_macd,LLY_macd,META_macd,MMM_macd,MSFT_macd,NEE_macd,NKE_macd,NVDA_macd,PEP_macd,PG_macd,PLD_macd,RIO_macd,SBUX_macd,SLB_macd,SO_macd,SPG_macd,VZ_macd,WFC_macd,XOM_macd
2018-12-31,-0.6483028000986977,-1.9077336707137533,-1.7760460046564504,-0.9335890791347765,-0.06721390070938327,0.31670203666359953,-1.3964201843774475,-1.377559461146248,-1.0506120810894686,-2.0303150654253344,-2.450566105634266,0.5040080451966134,-0.1913832350239275,-0.9170681016034194,-0.5012928834604722,0.2393027441037816,-3.427725091832855,-1.7547431330592929,-1.4996840984913433,-0.5381672979481422,0.07479895110350299,-0.9625944272369367,-1.052824527177279,-1.349327343923008,-1.4542913224311533,0.2665490566670208,-0.5295548661148644,-0.6873223936573041,-0.7518774992024433,-3.213013033965666,-0.3950045526097625,-0.22931890893908502,-1.5719378102182446
2019-01-02,-0.6035518492044218,-1.9744602885155018,-1.4392026775356186,-0.2209156381280195,-0.008807971269924053,0.3216114879233558,-1.3128616125533767,-1.1450408778935213,-1.1298355740589585,-1.9402141937390809,-2.39630130341709,0.8129146492692101,-0.10618775167955619,-0.7014005371344325,-0.5163775508256165,0.4600030555927077,-3.0845064898176133,-1.5441455216346753,-1.4210244384992734,-0.5785984826225459,0.21766214170411047,-0.8891427629506197,-1.0572304928033418,-1.3080876837935165,-1.5439128230624064,0.2235052939124671,-0.43625409143405847,-0.619763644912144,-0.7665727421465647,-3.2996853542431523,-0.33547585534446256,-0.13265605456273022,-1.4738002708928803
2019-01-03,-0.8623261731333471,-1.9374269413578702,-1.313849963653368,-0.6607434280327311,0.008997730507012136,0.24124355776346107,-1.3121441104091787,-1.084080471855458,-1.1809552936905447,-1.9073406994693443,-2.581316164853291,1.0503693895020234,-0.15473636865934992,-0.6205887271146082,-0.5419458312738854,0.3654035302398597,-3.0944206249065473,-1.8229298197511525,-1.6244764857920018,-0.6110972628778839,0.22816448111581167,-0.9843106472388854,-1.118731213600455,-1.3055718099362394,-1.6286684863723053,0.15369003126153657,-0.55843059492679,-0.5321981879971958,-0.7295704004449348,-3.338274027868607,-0.2728281373890695,-0.08072989043103007,-1.4456007294499003
2019-01-04,-0.9392007672428946,-1.8415515509794034,-0.9010823898954641,0.2563698544527142,0.09438520892032898,0.33059948142012985,-1.2338935702948675,-0.8814726181700081,-1.1626033477027846,-1.6189373190151102,-2.310071030886718,1.3042985179969477,0.018790998042703677,-0.30432896252503383,-0.492838828192113,0.533231915519579,-2.572064747339738,-1.5354537130022834,-1.4228443871614758,-0.5745105790619789,0.37730716375160966,-0.8853997877581179,-1.001598832834432,-1.159505990843158,-1.5766166180855095,0.22183413086798964,-0.5013717481100244,-0.3548229269676426,-0.6685259191125752,-3.181980468798514,-0.21210630835989264,0.05530777664375819,-1.252195231463773
2019-01-07,-0.9950361906804588,-1.6757946591653194,-0.35155689635790566,1.0518245525921088,0.15880530689084082,0.4110865736171547,-1.119409774248652,-0.621491433853322,-1.1580911106169367,-1.3450152421098451,-2.0388106443585627,1.7279599828809182,0.1459559926877887,-0.048272136495256746,-0.49072369075526723,0.7041938549526634,-2.125531113447977,-1.320958638747527,-1.2388266752552965,-0.5437129368778244,0.5706741148664776,-0.6551506027831522,-0.9637019241889391,-1.0576943006246324,-1.452202747831322,0.29378044002971393,-0.45095388524093494,-0.13736524616508206,-0.6194971206520492,-2.9191516037690945,-0.1401809635897635,0.14004620749459207,-1.063752937610353
2019-01-08,-0.9735318431076507,-1.398883349239469,0.19096090581348335,2.625785305431748,0.20396032033310263,0.46124250416755075,-0.9579100847400639,-0.4417543255449061,-1.0726586731546064,-1.1398052692415774,-1.668088097323249,1.9556390281629348,0.2816156658621125,0.1398448573089155,-0.44759226188699586,0.9079841669921365,-1.394460228519307,-1.086518021275026,-1.0245821569854456,-0.49114277815579044,0.7919580191395852,-0.5379299894324916,-0.8508674861546126,-0.9421269614350081,-1.2012591907269154,0.37603206791927946,-0.4027243417967554,0.06903721050807832,-0.4925379064574571,-2.4409669329865835,0.01890816808796103,0.1979975069673472,-0.8721663710299978
2019-01-09,-0.8966495656140125,-1.2662134702842422,0.625161772258835,4.084819430555854,0.25454828103761074,0.5100765973859254,-0.7636334267463951,-0.20090267354871116,-1.0750392791669157,-0.9772073379194666,-1.3722021225642322,2.0835487091860756,0.36985476668319706,0.2739606673820134,-0.47030740431211626,1.1212156115320226,-0.6703239499404674,-0.8506688412107906,-0.7339009006981598,-0.45759924039689537,0.9457294002852876,-0.3855450754276859,-0.9651262905923943,-0.9463145755068609,-0.9623198107722715,0.4620661064114344,-0.3416875382224731,0.2692519962066413,-0.4124788832507491,-2.024307037292729,0.09857840539530827,0.25893735626230097,-0.6888674104576182
2019-01-10,-0.8168281681476159,-0.9928872642209967,0.9454594607043418,5.861961717235033,0.28917745761669167,0.5413814178275302,-0.6263366006942448,0.001486959038388136,-1.0351203366800377,-0.7397620175139679,-1.0553814097399083,2.36671391076775,0.4235253254574616,0.37522736555183656,-0.44889350312256937,1.1821989679233695,-0.09773232292954503,-0.572773601383517,-0.5484571598523615,-0.38020109997899,1.0425868918747625,-0.20932526772784854,-0.9982916733810043,-0.923447439815746,-0.6894029160597483,0.5122257454242138,-0.26772375229533196,0.4513079627705139,-0.2905158776757162,-1.6789336391553178,0.19373548081945557,0.3003088660257305,-0.5600511201280511
2019-01-11,-0.7738482563212798,-0.8001249532410384,1.1231691666928612,7.20998396320374,0.3340543707701542,0.5403090468921761,-0.47029923693241926,0.10240785595208024,-1.0344238344894734,-0.4727064422743439,-0.799654907097846,2.561595890231821,0.40347187081269453,0.4173257706815008,-0.40872156172810037,1.234137715578484,0.32011884661113754,-0.43771913171360666,-0.4574044430083859,-0.3095786994932155,1.0778907112426452,0.002358314253001481,-1.0122104548177049,-0.8530982982055519,-0.4691200693516109,0.5418534741102263,-0.23973934569899313,0.5950051863668193,-0.17432623875374276,-1.4483665586279386,0.2919372339299997,0.33751243384295293,-0.4729402256973785
2019-01-14,-0.7751344791995862,-0.6399821175360216,1.1564665982766797,7.987075490624079,0.38925381534352965,0.5298825783996293,-0.32054626812733034,0.12837819180309396,-1.083085606399706,-0.2668628756927234,-0.6512595727755013,2.666298613966724,0.33147029193700916,0.5162914443087487,-0.3854536602704286,1.1505695920159695,0.7705492437101782,-0.3294848840770044,-0.43756235215795414,-0.32981479473193076,1.0970419683394113,0.20003792497913508,-1.0693090586383818,-0.8315647572987643,-0.2918863831284497,0.5608079392906973,-0.24092081936932175,0.6718566992634578,-0.11018073589538346,-1.34646024658241,0.36616431675071226,0.4004517531241092,-0.4048095661945794
2019-01-15,-0.7086187210997608,-0.38993996178695056,1.3981216861324413,8.650613298093731,0.4406897551088633,0.5379622365648515,-0.17004291128480986,0.17259399821006127,-1.013842939872461,-0.03793275955351305,-0.4318157602997985,2.6380857730905944,0.4108824988926685,0.6387696251969004,-0.3343958918188292,1.249034989724251,1.3983571185901553,-0.44820150645153944,-0.19322130042540664,-0.2802947655185264,1.2347485247912005,0.34135605979975026,-0.9870900483099518,-0.745148983407077,-0.08962467191624057,0.5759763718396798,-0.18814149588072127,0.7519837959974325,-0.018247352136533834,-1.222289055615704,0.4244565165089398,0.39387593508963903,-0.3443691811643106
