Date,AAPL_ma50,AMT_ma50,AMZN_ma50,BA_ma50,BAC_ma50,BHP_ma50,COR_ma50,CVX_ma50,DUK_ma50,DVA_ma50,ECL_ma50,GE_ma50,GOOGL_ma50,JPM_ma50,KO_ma50,LLY_ma50,META_ma50,MMM_ma50,MSFT_ma50,NEE_ma50,NKE_ma50,NVDA_ma50,PEP_ma50,PG_ma50,PLD_ma50,RIO_ma50,SBUX_ma50,SLB_ma50,SO_ma50,SPG_ma50,VZ_ma50,WFC_ma50,XOM_ma50
2023-01-04,141.2760856628418,203.74806091308594,93.26880004882813,173.96580017089843,33.696156158447266,55.251494903564456,160.86836822509767,169.30798095703125,92.58638076782226,74.20500030517579,144.85888397216797,64.31561546325683,93.45720062255859,127.16780136108399,59.33744720458984,357.8554229736328,112.90081146240234,115.29393600463867,237.9025720214844,79.26472412109375,103.26854080200195,153.97941146850587,174.3879360961914,140.17860778808594,108.92923904418946,58.9293627166748,93.99974685668946,50.547164840698244,63.99124809265137,106.59624099731445,34.77109329223633,42.93822639465332,104.41965087890625
2023-01-05,140.7957376098633,204.2913684082031,92.53480010986328,175.22460021972657,33.680821838378904,55.523211822509765,161.13362060546876,169.37344604492188,92.87959136962891,73.92080032348633,144.798701171875,64.59631881713867,93.13080062866212,127.43744705200196,59.434300842285154,358.09242126464846,112.8452702331543,115.40432037353516,237.42281707763672,79.45207626342773,103.9154248046875,154.3130923461914,174.3979977416992,140.58505737304688,109.12558227539063,59.25233955383301,94.41154983520508,50.56077537536621,64.11419143676758,106.90373565673828,34.87608161926269,42.890260009765626,104.48597518920899
2023-01-06,140.34945068359374,204.76339294433595,91.84440017700196,176.55160034179687,33.66590850830078,55.83382675170898,161.39824493408204,169.43003662109376,93.18011138916016,73.63300033569335,144.74022766113282,64.89558135986329,92.78800048828126,127.75127761840821,59.52787925720215,358.34166625976565,112.69562942504882,115.58225875854492,236.92761932373048,79.60961196899414,104.5664665222168,154.63321380615236,174.47392486572267,141.03201614379884,109.30016540527343,59.59629386901855,94.83928634643554,50.6038671875,64.23964103698731,107.17510162353516,34.981619644165036,42.84635871887207,104.59127883911133
2023-01-09,139.97298431396484,205.22420349121094,91.2784001159668,178.0472006225586,33.63504379272461,56.110097579956054,161.61048889160156,169.41955474853515,93.4701351928711,73.22100036621094,144.71204650878906,65.17114486694337,92.64980041503907,128.02680877685546,59.5978588104248,358.20259338378906,112.68863662719727,115.68448043823243,236.8573745727539,79.78022872924805,105.2106625366211,155.18000549316406,174.50036010742187,141.42470413208008,109.43381881713867,59.90805877685547,95.21588790893554,50.67483894348145,64.36412445068359,107.4419287109375,35.08404960632324,42.788247451782226,104.63315887451172
2023-01-10,139.6982684326172,205.7024774169922,90.85660018920899,179.38580078125,33.60535369873047,56.43038948059082,161.84412078857423,169.41014251708984,93.76039291381836,72.88160034179687,144.70423278808593,65.49015441894531,92.57380035400391,128.3167985534668,59.65593200683594,358.15141357421874,113.38889358520508,115.80972778320313,236.91153747558593,79.9623974609375,105.91062271118165,155.72701141357422,174.50188262939454,141.81254653930665,109.54541381835938,60.285287094116214,95.62883392333984,50.76177558898926,64.49003524780274,107.66577987670898,35.201854400634765,42.73051506042481,104.69828689575195
2023-01-11,139.26142944335936,206.18431518554686,90.69020004272461,180.66960083007814,33.57473533630371,56.80551818847656,161.9737533569336,169.34544921875,93.9995164489746,73.06600036621094,144.64630249023438,65.82118522644043,92.4784002685547,128.59824966430665,59.688205032348634,358.18128967285156,114.06197937011719,115.88366073608398,236.92267517089843,80.08516220092774,106.58736831665038,156.16090637207031,174.44302734375,142.1118113708496,109.71383697509765,60.692534561157224,96.01238525390625,50.87965148925781,64.60249031066894,107.92633529663085,35.27802848815918,42.66670654296875,104.7280648803711
2023-01-12,138.87059478759767,206.69764434814454,90.54679992675781,182.10580108642577,33.54853126525879,57.207211303710935,162.1348370361328,169.29916473388673,94.24302658081055,73.17020034790039,144.58497161865233,66.1836319732666,92.41080017089844,128.88083908081055,59.72247085571289,358.1424859619141,114.93205627441407,115.97671356201172,237.06182861328125,80.23861724853515,107.28568664550781,156.76410095214842,174.35283721923827,142.40526107788085,109.94762313842773,61.1325138092041,96.39704772949219,50.9995832824707,64.70792945861817,108.27240341186524,35.37142402648926,42.61151954650879,104.79120086669921
2023-01-13,138.55991973876954,207.20933013916016,90.5733999633789,183.5208010864258,33.533901138305666,57.58063217163086,162.30139190673827,169.2370819091797,94.47414459228516,73.3534002685547,144.82098602294923,66.56657768249512,92.44380020141601,129.18805755615233,59.76497917175293,358.34059753417966,115.76677047729493,116.08171936035156,237.29336791992188,80.38052780151367,107.98151336669922,157.43566467285157,174.26795196533203,142.71537979125978,110.21935729980468,61.540846252441405,96.79870788574219,51.1343106842041,64.81204780578614,108.52190017700195,35.46575004577637,42.56473175048828,104.83208618164062
2023-01-17,138.38413146972655,207.73862060546875,90.65199996948242,184.8008010864258,33.5077025604248,57.954242858886715,162.49528869628907,169.30104705810547,94.70698944091797,73.53960021972657,145.1456607055664,66.96790214538574,92.5302001953125,129.4750796508789,59.82814811706543,358.41507934570313,116.66222045898438,116.17748260498047,237.7063067626953,80.55111557006836,108.73143249511719,158.33250061035156,174.2472085571289,143.05457229614257,110.51653961181641,61.96021011352539,97.23981018066407,51.280521850585934,64.92476623535157,108.80193206787109,35.53504959106445,42.5173575592041,104.91247589111327
2023-01-18,138.31580078125,208.228681640625,90.77519989013672,185.85400115966797,33.46992530822754,58.328612365722655,162.60568939208986,169.25327331542968,94.89614654541016,73.75720016479492,145.5296209716797,67.32966003417968,92.68400024414062,129.67541229248047,59.855921783447265,358.2437939453125,117.54348541259766,116.2020050048828,238.1448422241211,80.66705154418945,109.44574661254883,159.12399871826173,174.14961730957032,143.33329162597656,110.81311294555664,62.38300979614258,97.64490051269532,51.38795204162598,64.99224563598632,109.01286575317383,35.59823249816895,42.47576072692871,104.92008758544922
2023-01-19,138.2540252685547,208.63343139648438,90.82919982910157,186.79560119628906,33.40547691345215,58.62917053222656,162.64112640380858,169.19593505859376,95.07268859863281,73.9402001953125,145.81233612060547,67.6015316772461,92.81340026855469,129.7731838989258,59.872796630859376,358.13830505371095,118.44972381591796,116.10989318847656,238.36571502685547,80.74777587890625,110.01695831298828,159.64626678466797,173.99445556640626,143.50528533935548,111.09090652465821,62.72624061584472,97.89657287597656,51.47498321533203,65.03445053100586,109.14469528198242,35.661441268920896,42.40277359008789,104.91830383300781
2023-01-20,138.2331686401367,209.03713775634765,90.96359985351563,187.6326010131836,33.3487572479248,58.94547782897949,162.65487701416015,169.1333966064453,95.27226013183594,74.12700012207031,146.1093017578125,67.85258728027344,93.00400024414063,129.86405410766602,59.89220306396484,357.7827526855469,119.3018196105957,116.06190002441406,238.622763671875,80.84261627197266,110.67538345336914,160.3542510986328,173.81669647216796,143.64807830810548,111.37311660766602,63.086470184326174,98.19073165893555,51.52818046569824,65.11855415344239,109.3032275390625,35.72444961547851,42.342111587524414,104.93013671875
2023-01-23,138.26514862060546,209.3106298828125,91.11439971923828,188.4396011352539,33.299175033569334,59.24964118957519,162.70519348144532,169.07138946533203,95.43792633056641,74.37120010375976,146.3718127441406,68.13691970825195,93.2218002319336,129.99596405029297,59.912393722534176,357.3195404052734,120.23682754516602,116.03816818237304,238.9067788696289,80.93504638671875,111.3605842590332,161.2727471923828,173.61468627929688,143.7474151611328,111.70235229492188,63.43440284729004,98.4631428527832,51.55464111328125,65.18661476135254,109.51273193359376,35.76811256408691,42.300707244873045,104.92382095336914
2023-01-24,138.4173028564453,209.61246520996093,91.31799972534179,189.30440093994142,33.26570556640625,59.584733428955076,162.77870910644532,169.15259368896486,95.6061033630371,74.60900009155273,146.6385989379883,68.4530143737793,93.42940017700195,130.18382461547853,59.954591522216795,357.00580139160155,121.0693440246582,115.90094467163085,239.26614044189452,81.05252624511719,112.04942428588868,162.370712890625,173.48438690185546,143.86816619873048,112.05637298583984,63.80765274047852,98.75541564941406,51.60499145507813,65.26122810363769,109.77680908203125,35.83105857849121,42.27143539428711,105.0345686340332
2023-01-25,138.31778686523438,209.60051391601561,91.32899978637695,190.00640075683594,33.20718521118164,59.894399642944336,162.94567352294922,169.1368249511719,95.70680145263673,74.78960021972657,146.66476745605468,68.73622528076172,93.45500015258789,130.28163986206056,59.9637996673584,356.65064697265626,121.66131576538086,115.62776657104492,239.2327554321289,80.93322570800781,112.59311782836915,163.08576751708983,173.3176110839844,143.89586975097657,112.21351425170899,64.15251106262207,98.96415390014648,51.66997627258301,65.30378273010254,109.90599700927734,35.875839385986325,42.22117248535156,105.10340591430663
2023-01-26,138.20377044677736,209.58909057617188,91.29759979248047,190.71120056152344,33.15235580444336,60.14467498779297,163.1805291748047,169.18938842773437,95.84216522216796,74.94380020141601,146.60057708740234,69.01195281982422,93.47720001220704,130.39193130493163,59.962296142578126,356.58520935058596,122.34618911743163,115.29585983276367,239.26410766601563,80.80815353393555,113.02132614135742,163.7812612915039,173.18783081054687,143.91652557373047,112.45880538940429,64.43624618530274,99.18574371337891,51.7253205871582,65.36294464111329,110.05340698242188,35.923534545898434,42.18766395568848,105.19384887695313
2023-01-27,138.15709075927734,209.72431091308593,91.37259979248047,191.46360046386718,33.112091522216794,60.36269348144531,163.36663787841798,169.0814907836914,95.976826171875,75.12480026245117,146.60062713623046,69.33681930541992,93.55060012817383,130.5356639099121,59.96590591430664,356.30922058105466,123.09579391479492,115.03124755859375,239.40833587646483,80.69891815185547,113.48287857055664,164.59569549560547,173.07178497314453,143.9256753540039,112.80808944702149,64.71419456481934,99.41161712646485,51.78549255371094,65.4415796661377,110.29188201904297,35.977932357788085,42.173220520019534,105.23677093505859
2023-01-30,138.01725219726563,209.7260971069336,91.4047998046875,192.15000030517578,33.0700870513916,60.55206031799317,163.61392669677736,168.84531799316406,96.08112915039062,75.33900024414062,146.56618072509767,69.59345855712891,93.52060012817383,130.67498062133788,59.97431083679199,356.122392578125,123.69475830078125,114.71361862182617,239.43643463134765,80.5554963684082,113.876103515625,165.0955026245117,172.9442169189453,143.95290435791014,113.11299575805664,64.96103858947754,99.61743469238282,51.821707229614255,65.48398010253906,110.43297454833984,36.05113739013672,42.165132217407226,105.22584884643555
2023-01-31,137.92786651611328,209.8392239379883,91.52499969482422,192.95620025634764,33.03805992126465,60.76969940185547,163.8736492919922,168.6635220336914,96.18558959960937,75.60000030517578,146.67617004394532,69.87795303344727,93.52040008544923,130.82696182250976,59.99789596557617,355.9488128662109,124.4088005065918,114.48784454345703,239.5567428588867,80.37693969726563,114.31724502563476,165.82136016845703,172.82450317382813,143.98262603759767,113.42941009521485,65.22940246582031,99.85246002197266,51.90307304382324,65.53226211547852,110.70410705566407,36.130721740722656,42.177842407226564,105.28524978637695
2023-02-01,137.82278839111328,210.07882720947265,91.73099975585937,193.79560028076173,33.01814559936523,60.987907791137694,163.91568603515626,168.4211917114258,96.31855651855469,75.90420028686523,146.841201171875,70.19151657104493,93.5618000793457,130.98294372558593,60.018044815063476,355.58899963378906,125.24131713867187,114.27839584350586,239.77579162597655,80.22864486694336,114.7985302734375,166.87484497070312,172.6826107788086,144.04500854492187,113.80280593872071,65.48546928405761,100.10598373413086,51.9625772857666,65.62009887695312,110.98030319213868,36.20740898132324,42.20364791870117,105.31744125366211
2023-02-02,137.81345275878905,210.33113708496094,92.10639984130859,194.50460021972657,33.001893005371095,61.15507431030274,163.84601928710939,168.15506530761718,96.41799728393555,76.20760025024414,147.0728579711914,70.53598281860351,93.76800003051758,131.10119415283202,60.00978477478027,354.97672302246093,126.77409088134766,114.15836654663086,240.23842681884764,80.09026245117188,115.26998184204102,168.1350146484375,172.48511291503905,144.05454681396483,114.20236557006837,65.66558410644531,100.32406875610351,51.943691940307616,65.67808624267577,111.27100265502929,36.279556121826175,42.22350791931152,105.29962097167969
2023-02-03,137.9423666381836,210.40395080566407,92.32499984741212,195.16600006103516,32.989120712280275,61.34178482055664,163.77556213378907,167.93062866210937,96.485048828125,76.4952003479004,147.1815576171875,70.83459213256836,93.95160003662109,131.2764987182617,59.974916229248045,354.5400042724609,128.3058654785156,113.97025268554688,240.56096557617187,79.9262841796875,115.74409210205079,169.29183074951172,172.20429290771483,144.0375848388672,114.53902847290038,65.85419830322266,100.44051055908203,51.9543839263916,65.70736503601074,111.53812881469726,36.34446517944336,42.24360366821289,105.31782424926757
2023-02-06,137.97315490722656,210.48212036132813,92.50459991455078,195.85220001220702,32.97174598693848,61.479730377197264,163.57386291503906,167.62129119873046,96.56327590942382,76.74120025634765,147.24694458007812,71.11905181884765,94.06860000610351,131.42953125,59.94143051147461,354.08094482421876,129.79668350219725,113.74577713012695,240.79327178955077,79.76871627807617,116.1392398071289,170.3023553466797,171.97518585205077,143.97298889160157,114.85629623413087,66.01116577148437,100.56883010864257,51.94721794128418,65.74443893432617,111.74336486816406,36.394466705322266,42.2604377746582,105.27087829589844
2023-02-07,138.0442660522461,210.5367108154297,92.66419998168945,196.65039978027343,32.959777755737306,61.60818855285645,163.40137237548828,167.42807373046875,96.6064616394043,76.99000030517578,147.3017712402344,71.38986190795899,94.25220001220703,131.58840789794922,59.90067359924316,353.6452130126953,131.38260086059572,113.539853515625,241.18862823486327,79.59833114624024,116.51317993164062,171.4334454345703,171.7364599609375,143.86539001464843,115.15576766967773,66.16487815856934,100.71116958618164,52.003798980712894,65.77067588806152,111.89357727050782,36.436012802124026,42.28175636291504,105.2959797668457
2023-02-08,138.11994567871093,210.53682708740234,92.79699996948243,197.35319976806642,32.94088577270508,61.738544387817385,163.20697540283203,167.1672784423828,96.59812744140625,77.18300033569336,147.35730651855468,71.65348220825196,94.29040008544922,131.72262725830078,59.852038879394534,353.16045349121094,132.82147399902342,113.28402557373047,241.56934265136718,79.39961212158204,116.85304183959961,172.62069549560547,171.50861541748046,143.72427703857423,115.42966918945312,66.32076057434082,100.84241027832032,52.08792549133301,65.76193000793457,111.9930876159668,36.47516830444336,42.30328239440918,105.30958435058594
2023-02-09,138.25203735351562,210.59215393066407,92.88279998779296,198.1563998413086,32.92305541992187,61.88464904785156,162.97661529541017,166.97843994140624,96.57804977416993,77.39560028076171,147.37357025146486,71.93529342651367,94.26960006713867,131.85981140136718,59.80128974914551,352.6863690185547,134.20280853271484,113.0667854309082,242.00190002441406,79.19800201416015,117.1981558227539,173.9228665161133,171.31624725341797,143.55584289550782,115.76414535522461,66.48658927917481,100.99665466308593,52.173469161987306,65.7607893371582,112.18599395751953,36.51540199279785,42.32048820495606,105.39657806396484
2023-02-10,138.4520736694336,210.61333251953124,92.9866000366211,198.9077996826172,32.899847717285155,61.982747879028324,162.81123260498046,166.80597229003905,96.60021102905273,77.62420028686523,147.40595275878906,72.22412002563476,94.25720001220704,131.96639373779297,59.75474243164062,352.31409912109376,135.49523696899413,112.83952743530273,242.45246429443358,79.04862579345703,117.51895095825195,175.04831420898438,171.21479400634766,143.43271759033203,116.05451324462891,66.58532669067382,101.17125106811524,52.28566177368164,65.78265335083007,112.34673217773438,36.55752532958984,42.325168991088866,105.56194290161133
2023-02-13,138.57234527587892,210.56758453369142,93.0466000366211,199.64319946289064,32.861712341308596,62.05750793457031,162.58247192382814,166.57182739257811,96.60229461669923,77.82440017700195,147.37858489990234,72.53584228515625,94.12960006713867,132.07145721435546,59.696846618652344,351.90525512695314,136.7205369567871,112.64120986938477,242.77262786865234,78.87361465454102,117.82972229003906,176.02083709716797,171.08764251708985,143.27356781005858,116.29171493530274,66.68225608825684,101.30490142822265,52.40675483703613,65.77295692443847,112.49782394409179,36.59369163513183,42.33454780578613,105.70309631347656
2023-02-14,138.67412414550782,210.48006713867187,93.13059997558594,200.49659942626954,32.84380027770996,62.13606300354004,162.31041412353517,166.37822998046875,96.58638397216797,78.01760009765626,147.51690948486328,72.87575393676758,94.0034001159668,132.2262161254883,59.616061782836915,351.4773229980469,137.90008529663086,112.42267120361328,243.1185159301758,78.70400039672852,118.13329940795899,177.18746490478514,170.89218811035155,143.09726440429688,116.51202926635742,66.78207855224609,101.40520248413085,52.51415954589844,65.75261398315429,112.64990829467773,36.641953735351564,42.37189590454101,105.82795013427734
2023-02-15,138.8282080078125,210.4576480102539,93.27120010375977,201.1879995727539,32.83378479003906,62.20000755310058,162.0204849243164,166.17785675048827,96.58145950317383,78.19320022583008,147.7759976196289,73.21499923706055,93.93340011596679,132.41348846435548,59.52450576782226,350.7128924560547,138.97234756469726,112.19634048461914,243.4148275756836,78.54479400634766,118.43392608642579,178.3644873046875,170.70541625976563,142.88836029052734,116.73155059814454,66.86544509887695,101.49275146484375,52.58526763916016,65.74177688598633,112.7980046081543,36.6938948059082,42.41688217163086,105.96405807495117
2023-02-16,138.97350311279297,210.41844818115234,93.41400009155274,201.73019958496093,32.8493856048584,62.28823959350586,161.8169024658203,166.01571655273438,96.5845915222168,78.39260025024414,148.01432739257814,73.5744108581543,93.85400009155273,132.6354151916504,59.44275924682617,349.87928955078127,139.97148742675782,111.98954330444336,243.66428253173828,78.36245834350586,118.72432144165039,179.4423583984375,170.558583984375,142.67341949462892,116.96887756347657,66.96400184631348,101.58093688964844,52.67967445373535,65.71097702026367,112.95454132080079,36.756124114990236,42.49124053955078,106.15127746582031
2023-02-17,139.16961364746095,210.40491912841796,93.59300003051757,202.3947998046875,32.894647407531735,62.35844581604004,161.6721942138672,165.86875030517578,96.58454650878906,78.59460021972656,148.30059661865235,73.90404144287109,93.80139999389648,132.86126251220702,59.37890083312988,349.1067272949219,141.14544204711913,111.80228302001953,243.9331253051758,78.18686904907227,119.05701705932617,180.52202880859375,170.45535736083986,142.51077331542967,117.19060821533203,67.03814537048339,101.68913528442383,52.73259262084961,65.68902008056641,113.08786682128907,36.828723449707034,42.57583869934082,106.30948150634765
2023-02-21,139.32388732910155,210.30995880126954,93.71540008544922,202.9751998901367,32.92893096923828,62.43092887878418,161.49547454833984,165.67654754638673,96.56748275756836,78.76000015258789,148.5127328491211,74.22247329711914,93.73839996337891,133.03809631347656,59.30696395874023,348.248701171875,142.30720932006835,111.51188430786132,244.10988555908204,77.96270812988281,119.30826034545899,181.42858428955077,170.33958984375,142.32756927490234,117.34995864868164,67.13814895629883,101.75602188110352,52.80775779724121,65.64593574523926,113.1503744506836,36.877209701538085,42.65450614929199,106.46996841430663
2023-02-22,139.4527490234375,210.08925262451172,93.82420013427735,203.50879974365233,32.96456283569336,62.4444009399414,161.3013442993164,165.45244537353517,96.529921875,78.96920013427734,148.7220001220703,74.58075393676758,93.69720001220703,133.1674868774414,59.2332958984375,347.42517517089846,143.42182662963867,111.22215133666992,244.20367767333985,77.72987380981445,119.47628051757812,182.14523254394533,170.19179290771484,142.13493957519532,117.46742156982423,67.1571369934082,101.78630035400391,52.86117538452149,65.59347389221192,113.22419647216798,36.92846733093262,42.72621238708496,106.58789596557617
2023-02-23,139.60109161376954,209.8898538208008,93.95880020141601,204.08059997558593,33.0007723236084,62.42258018493652,161.19598663330078,165.36414642333983,96.48220031738282,79.13980026245117,148.89942779541016,74.96795036315918,93.65839996337891,133.33235885620118,59.174630889892576,346.7844219970703,144.54343643188477,110.9363070678711,244.40131927490233,77.50552032470704,119.68364990234375,183.47717956542968,170.06078216552734,141.94128631591798,117.63086791992187,67.13905319213868,101.82989166259766,52.9899853515625,65.53749053955079,113.32713943481446,36.96027030944824,42.80411071777344,106.74218765258789
2023-02-24,139.64963806152343,209.5309893798828,94.01780014038086,204.3181997680664,33.02927768707276,62.372107620239255,161.0353125,165.25175231933594,96.39869552612305,79.28860015869141,149.0693786621094,75.3399407196045,93.57479995727539,133.48216201782228,59.09519256591797,345.9032861328125,145.65585632324218,110.6093765258789,244.34857025146485,77.2428108215332,119.80110641479492,184.62681549072266,169.90623229980469,141.70218170166015,117.71073425292968,67.0987264251709,101.81838607788086,53.08900054931641,65.42728675842285,113.38667938232422,36.98590400695801,42.88224708557129,106.84781051635743
2023-02-27,139.7027896118164,209.01517974853516,94.04320022583008,204.5847998046875,33.05739776611328,62.31689140319824,160.8790591430664,165.0752752685547,96.27917663574219,79.44440002441407,149.21919036865233,75.72284538269042,93.45960006713867,133.65839157104492,59.01498474121094,345.0924060058594,146.64260925292967,110.28311798095703,244.22720428466798,76.9570523071289,119.91285736083984,185.71208282470704,169.7526467895508,141.4651950073242,117.7614517211914,67.05442123413086,101.83480697631836,53.159380416870114,65.31001098632812,113.42878387451172,37.01579231262207,42.96810607910156,106.9273439025879
2023-02-28,139.7906866455078,208.62400115966796,94.09620025634766,204.85079986572265,33.09630378723145,62.28956802368164,160.69688720703124,164.88227264404296,96.12621047973633,79.59540008544921,149.40608337402344,76.14380020141601,93.35940002441406,133.87069229125976,58.92881423950195,344.0787371826172,147.70847869873046,109.96915908813476,244.0852215576172,76.65712005615234,120.05726821899414,186.81993927001952,169.56298004150392,141.18576171875,117.81223220825196,67.03651824951172,101.84282089233399,53.21852973937988,65.16947052001953,113.47292861938476,37.051890182495114,43.06224479675293,107.00965728759766
2023-03-01,139.97009094238283,208.20377349853516,94.17060028076172,205.26739990234375,33.14195083618164,62.31784027099609,160.52700897216798,164.73840850830078,95.94324096679688,79.78220016479492,149.67636322021485,76.59479431152344,93.34940002441407,134.13132690429688,58.847067794799806,343.19257568359376,148.852664642334,109.77045639038086,244.04320922851562,76.35858581542969,120.25539016723633,187.96857513427733,169.39087158203125,140.9418112182617,117.87653015136719,67.07738777160644,101.8807568359375,53.31685401916504,65.02878311157227,113.52931533813477,37.072633285522464,43.17023796081543,107.13043853759766
2023-03-02,140.20095977783203,207.9261831665039,94.25600021362305,205.77459991455078,33.180610466003415,62.39051315307617,160.30177337646484,164.64850128173828,95.83696472167969,79.95320007324219,150.03917266845704,77.09534980773925,93.38419998168945,134.37881881713867,58.788787384033206,342.3266345214844,149.95349655151367,109.57872680664063,244.18269134521483,76.13763290405274,120.52355331420898,189.3165139770508,169.27802124023438,140.75512084960937,118.11557266235351,67.15532905578613,101.97220001220703,53.437457427978515,64.93190155029296,113.65043518066406,37.107333221435546,43.26464263916016,107.27524688720703
2023-03-03,140.5761932373047,207.8182470703125,94.45560028076171,206.36320007324218,33.22532451629639,62.485955505371095,160.09279602050782,164.58260314941407,95.76377044677734,80.14800018310547,150.476474609375,77.60268363952636,93.48839996337891,134.66180938720703,58.723390121459964,341.56905334472657,151.36739624023437,109.40439910888672,244.4889923095703,75.96005615234375,120.882314453125,190.84296569824218,169.14257446289062,140.5891000366211,118.40288681030273,67.26961875915528,102.10410018920898,53.56280700683594,64.86680625915527,113.807353515625,37.140890731811524,43.36726448059082,107.43827514648437
2023-03-06,141.00851928710938,207.6521566772461,94.6268002319336,206.83580017089844,33.266177864074706,62.533392105102536,159.88679840087892,164.48683166503906,95.70224472045898,80.33560012817382,150.83435760498048,78.08985130310059,93.61059997558594,134.91630630493165,58.676650390625,340.78521057128904,152.72215881347657,109.2295588684082,244.79992309570312,75.7935366821289,121.22273529052734,192.33603271484375,169.01604888916015,140.41021392822265,118.69213211059571,67.32531707763673,102.25045227050781,53.63795684814453,64.79913261413574,113.95926361083984,37.173133850097656,43.48179931640625,107.59148666381836
2023-03-07,141.33391265869142,207.3294839477539,94.76240036010742,207.07420013427733,33.27646350860596,62.524853515625,159.57817504882811,164.31131927490233,95.56125747680665,80.44880004882812,151.1007992553711,78.52239738464355,93.69619995117188,135.06076141357423,58.603751754760744,339.67067626953127,154.0157861328125,108.95217239379883,245.00485534667968,75.59262832641602,121.30440383911133,193.6935580444336,168.84831329345704,140.1501629638672,118.88290283203125,67.32314704895019,102.35146865844726,53.65718734741211,64.69021415710449,114.03456924438477,37.18643569946289,43.5513882446289,107.67596694946289
2023-03-08,141.74853118896485,207.0725698852539,94.96500030517578,207.4532000732422,33.28380512237549,62.55995651245117,159.24381256103516,164.16570922851562,95.44170715332031,80.56779998779297,151.42971221923827,78.98555366516113,93.82599990844727,135.21822463989258,58.54027801513672,338.6474035644531,155.37134796142578,108.71079376220703,245.32433532714845,75.42666854858399,121.37310256958008,195.46191223144533,168.71691284179687,139.88371826171874,119.11055313110352,67.34647529602051,102.45376602172851,53.70407592773437,64.58840957641601,114.14251998901368,37.18295455932617,43.617628479003905,107.77074600219727
2023-03-09,142.1251416015625,206.69175140380858,95.10500030517578,207.6968002319336,33.250447578430176,62.53490997314453,158.85802398681642,163.8711999511719,95.2938475036621,80.59,151.68807342529297,79.53980758666992,93.88779983520507,135.21866409301757,58.456415786743165,337.65841186523437,156.64299880981446,108.46548706054688,245.6057550048828,75.23520568847657,121.41158752441406,197.10790100097657,168.5374914550781,139.58924041748048,119.2588444519043,67.34003692626953,102.50308044433594,53.69328544616699,64.46451530456542,114.16373825073242,37.15940269470215,43.62556983947754,107.79545959472657
2023-03-10,142.49652374267578,206.31209411621094,95.25880035400391,207.9702005004883,33.21070041656494,62.485006713867186,158.4842495727539,163.51810760498046,95.10651046752929,80.60559997558593,151.93677825927733,80.06654067993163,93.95259979248047,135.27458602905273,58.360243530273436,336.69282958984377,157.89427108764647,108.19125198364257,245.84820587158202,75.03247024536132,121.41680130004883,198.8766128540039,168.34690856933594,139.28107666015626,119.33009368896484,67.30932891845703,102.51628189086914,53.64921821594238,64.31882614135742,114.07224395751953,37.122879333496094,43.636813201904296,107.76517196655273
2023-03-13,142.9863525390625,206.04577270507812,95.47100036621094,208.27000030517578,33.132212524414065,62.465652542114256,158.11849182128907,163.19702545166015,94.95939880371094,80.65079986572266,152.2126791381836,80.56630081176758,94.05439987182618,135.2699432373047,58.287922058105465,335.9083526611328,159.19848724365235,107.94229537963867,246.24447235107422,74.85135665893554,121.46034484863281,200.66251678466796,168.21442932128906,139.0300128173828,119.48301940917969,67.30933166503907,102.53529571533203,53.58036918640137,64.2081690979004,114.03563034057618,37.09181228637695,43.589343032836915,107.74562362670899
2023-03-14,143.4474432373047,205.73806243896485,95.68500030517578,208.63740020751953,33.05144470214844,62.44212394714356,157.79680114746094,162.8898031616211,94.8120866394043,80.67859985351562,152.4665072631836,81.08226211547851,94.16479995727539,135.31615997314452,58.212522964477536,335.1394616699219,160.67212371826173,107.63750686645508,246.64879791259764,74.67695358276367,121.49948348999024,202.5544061279297,168.0740151977539,138.80009002685546,119.59616882324218,67.31931289672852,102.53896392822266,53.51566513061523,64.10703224182129,113.97178146362305,37.05882789611817,43.5719384765625,107.71808670043946
2023-03-15,143.91013549804688,205.55355255126952,95.92900024414062,208.7918002319336,32.9658279800415,62.36869209289551,157.4881558227539,162.42664581298828,94.71416915893555,80.70599990844727,152.73590454101563,81.56945938110351,94.32239990234375,135.2217224121094,58.151357345581054,334.4415014648437,162.21868286132812,107.3447769165039,247.1689126586914,74.53061889648437,121.52893493652344,204.47708557128905,168.019287109375,138.62874908447264,119.7367366027832,67.26158424377441,102.55138244628907,53.36103744506836,64.04896461486817,113.85771286010743,37.02662811279297,43.52972175598145,107.56674728393554
2023-03-16,144.52626022338868,205.36749481201173,96.2134002685547,208.94780029296874,32.88200469970703,62.29620895385742,157.25583862304688,162.07759765625,94.60988311767578,80.7697999572754,152.96371948242188,82.08224136352538,94.5463998413086,135.15601409912108,58.10928253173828,333.7615350341797,163.8207827758789,107.03162033081054,247.9072250366211,74.39362442016602,121.57308517456055,206.72205169677736,167.98634643554686,138.4778887939453,119.89655380249023,67.18510269165039,102.55339279174805,53.261507263183596,63.990609664916995,113.73330642700195,36.972303009033205,43.486597518920895,107.47663818359375
